 "Violence" ,
 "Violence_against_LGBT_people" ,
 "Mutilation" ,
 "Violence_against_children" ,
 "Deaths_by_violence" ,
 "Shooting_victims" ,
 "Punishments" ,
 "Revolution" ,
 "Rampages" ,
 "Racially_motivated_violence" ,
 "Violent_conflict" ,
 "Violence_against_indigenous_peoples" ,
 "Union_violence" ,
 "Offences_against_the_person" ,
 "Domestic_violence" ,
 "Political_violence" ,
 "Massacres" ,
 "Ethnic_cleansing" ,
 "Gender-related_violence" ,
 "Religion_and_violence" ,
 "Vigilantism" ,
 "Torture" ,
 "Assault" ,
 "Ableism" ,
 "Persecution" ,
 "Pain_infliction_methods" ,
 "Violent_crime" ,
 "Terrorism" ,
 "Sexual_violence" ,
 "Abuse" ,
 "Documentary_films_about_violence_against_LGBT_people" ,
 "Persecution_of_homosexuals_in_Nazi_Germany_and_the_Holocaust" ,
 "Lesbophobic_violence" ,
 "Neo-Nazism" ,
 "Violence_against_LGBT_people_in_the_United_States" ,
 "Transphobic_violence" ,
 "Victims_of_anti-LGBT_hate_crimes" ,
 "Violence_against_LGBT_people_in_the_United_Kingdom" ,
 "People_executed_for_sodomy" ,
 "Persecution_of_homosexuals_in_Islam" ,
 "Genital_modification_and_mutilation" ,
 "Amputations" ,
 "Violence_against_children_by_country" ,
 "Executed_people" ,
 "Assassinated_people" ,
 "Deaths_by_firearm" ,
 "Deaths_by_blade_weapons" ,
 "Deaths_by_explosive_device" ,
 "Violent_deaths_by_country" ,
 "Deaths_by_stoning" ,
 "Deaths_by_projectile_weapons" ,
 "Lynching_deaths" ,
 "Police_officers_killed_in_the_line_of_duty" ,
 "Deaths_by_arrow_wounds" ,
 "Deaths_by_strangulation" ,
 "Deaths_by_decapitation" ,
 "Deaths_by_rocks_thrown_at_cars" ,
 "Deaths_by_beating" ,
 "Deaths_by_javelin" ,
 "Terrorism_deaths" ,
 "People_shot_dead_by_law_enforcement_officers" ,
 "Shooting_survivors" ,
 "Punishments_by_country" ,
 "Asset_forfeiture" ,
 "Punishments_in_religion" ,
 "Collective_punishment" ,
 "Pardon_recipients" ,
 "Physical_punishments" ,
 "Deportation" ,
 "Exile" ,
 "Capital_punishment" ,
 "Sentencing_(law)" ,
 "People_stripped_of_honors" ,
 "Ancient_Roman_military_punishments" ,
 "Penal_imprisonment" ,
 "School_punishments" ,
 "Fines" ,
 "Revolution_terminology" ,
 "Revolution_theorists" ,
 "Revolutionary_tactics" ,
 "Revolutionaries" ,
 "Revolutions" ,
 "Revolution_and_the_media" ,
 "Counter-revolutionaries" ,
 "School_killings" ,
 "Fictional_rampage_and_spree_killers" ,
 "Mass_stabbings" ,
 "Vehicle_rampage" ,
 "Stabbing_attacks" ,
 "Mass_shootings" ,
 "Racially_motivated_violence_by_continent" ,
 "Racially_motivated_violence_by_country" ,
 "Combat" ,
 "Conflict_in_popular_culture" ,
 "Armed_standoffs" ,
 "War" ,
